INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
66403,2000,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",18-Jun-00,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Asian,Individual,S,S
73402,2000,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",18-Mar-00,,,1,,,White,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
73517,2000,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",24-Apr-00,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
73518,2000,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",30-Apr-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Church/Synagogue/Temple/Mosque,Anti-Asian,Religious Organization,S,S
73544,2000,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",24-Jul-00,,,5,,,White,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
73669,2000,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",26-Oct-00,,,2,,,White,,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
73672,2000,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",5-Nov-00,,,1,,,White,,1,Aggravated Assault,1,Service/Gas Station,Anti-Asian,Individual,S,S
73679,2000,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",16-Jul-00,,,0,,,Unknown,,5,Destruction/Damage/Vandalism of Property,5,Residence/Home,Anti-Asian,Individual,S,S
66448,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",20-Jan-00,,,2,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
66461,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",5-May-00,,,1,,,Unknown,,1,Intimidation,1,Commercial/Office Building,Anti-Asian,Individual,S,S
66472,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",30-May-00,,,1,,,White,,1,Intimidation,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
66477,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",8-Jul-00,,,2,,,White,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
66482,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",2-Aug-00,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
66484,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",20-Aug-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
66502,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",8-Dec-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
66503,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",8-Dec-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
71550,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",12-Apr-00,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Asian,Individual,S,S
71566,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",21-Jun-00,,,1,,,White,,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
71571,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",18-Jul-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
71582,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",26-Aug-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
71597,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",25-Oct-00,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
71602,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",27-Nov-00,,,1,,,Black or African American,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
71605,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",7-Dec-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
71606,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",8-Dec-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
71607,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",8-Dec-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
73692,2000,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",25-Jan-00,,,1,,,White,,1,Aggravated Assault,1,Restaurant,Anti-Asian,Individual,S,S
66554,2000,CA0411100,Pacifica,,City,CA,California,Pacific,West,4,"Cities from 25,000 thru 49,999",15-Jun-00,,,1,,,White,,1,Intimidation,1,Service/Gas Station,Anti-Asian,Individual,S,S
66557,2000,CA0411100,Pacifica,,City,CA,California,Pacific,West,4,"Cities from 25,000 thru 49,999",11-Dec-00,,,1,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
66570,2000,CA0430000,Santa Clara,,County,CA,California,Pacific,West,9A,"MSA counties 100,000 or over",1-Sep-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,School/College,Anti-Asian,Government,S,S
71633,2000,CA0431200,Palo Alto,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",11-Dec-00,,,0,,,Unknown,,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
66582,2000,CA0431300,San Jose,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",15-Apr-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,School/College,Anti-Asian,Government,S,S
66589,2000,CA0431300,San Jose,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",15-Aug-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
66591,2000,CA0431300,San Jose,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",13-Oct-00,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,2,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
71643,2000,CA0431300,San Jose,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",14-May-00,,,1,,,White,,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
71648,2000,CA0431300,San Jose,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",16-Jul-00,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Motor Vehicle Theft,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,M,S
66597,2000,CA0431400,Santa Clara,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",24-Mar-00,,,3,,,Asian,,4,Simple Assault,4,Field/Woods,Anti-Asian,Individual,S,S
66608,2000,CA0450000,Shasta,,County,CA,California,Pacific,West,9B,"MSA counties from 25,000 thru 99,999",29-Oct-00,,,2,,,White,,2,Aggravated Assault,2,Field/Woods,Anti-Asian,Individual,S,S
71668,2000,CA0450200,Redding,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",8-Aug-00,,,1,,,White,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
71674,2000,CA0480600,Vacaville,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",2-Sep-00,,,0,,,Unknown,,1,Burglary/Breaking & Entering,0,Specialty Store,Anti-Asian,Business,S,S
71716,2000,CA0560400,Oxnard,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",15-Mar-00,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
71827,2000,CA0560800,Ventura,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",24-Feb-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Specialty Store,Anti-Asian,Individual,S,S
66677,2000,CA0570100,Davis,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",14-Oct-00,,,10,,,White,,4,Aggravated Assault;Burglary/Breaking & Entering,4,Residence/Home,Anti-Asian,Individual,M,S
71732,2000,CA0580000,Yuba,,County,CA,California,Pacific,West,9B,"MSA counties from 25,000 thru 99,999",2-Oct-00,,,3,,,White,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
66687,2000,CO0010000,Adams,,County,CO,Colorado,Mountain,West,9B,"MSA counties from 25,000 thru 99,999",25-Aug-00,,,2,,,White,,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
66703,2000,CO0210100,Colorado Springs,,City,CO,Colorado,Mountain,West,1C,"Cities from 250,000 thru 499,999",14-Sep-00,,,1,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
66706,2000,CO0210100,Colorado Springs,,City,CO,Colorado,Mountain,West,1C,"Cities from 250,000 thru 499,999",19-Oct-00,,,1,,,Unknown,,1,Intimidation,1,Commercial/Office Building,Anti-Asian,Individual,S,S
71748,2000,CO0210100,Colorado Springs,,City,CO,Colorado,Mountain,West,1C,"Cities from 250,000 thru 499,999",12-Feb-00,,,1,,,Unknown,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
71763,2000,CO0210100,Colorado Springs,,City,CO,Colorado,Mountain,West,1C,"Cities from 250,000 thru 499,999",22-Oct-00,,,1,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,M,S
66709,2000,CO0210200,Fountain,,City,CO,Colorado,Mountain,West,5,"Cities from 10,000 thru 24,999",26-Dec-00,,,1,,,White,,1,Intimidation,1,Convenience Store,Anti-Asian,Individual,S,S
66710,2000,CO0240200,Black Hawk,,City,CO,Colorado,Mountain,West,7,"Cities under 2,500",28-Feb-00,,,1,,,White,,1,Simple Assault,1,Bar/Nightclub,Anti-Asian,Individual,S,S
66713,2000,CO0300400,Lakewood,,City,CO,Colorado,Mountain,West,2,"Cities from 100,000 thru 249,999",13-Jul-00,,,2,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Hotel/Motel/Etc.,Anti-Asian,Business;Individual,M,S
71775,2000,CO0350000,Larimer,,County,CO,Colorado,Mountain,West,9B,"MSA counties from 25,000 thru 99,999",30-Aug-00,,,1,,,White,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
71795,2000,CT0002700,Clinton,,City,CT,Connecticut,New England,Northeast,5,"Cities from 10,000 thru 24,999",23-Sep-00,,,3,,,Black or African American,,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
71806,2000,CT0006000,Guilford,,City,CT,Connecticut,New England,Northeast,5,"Cities from 10,000 thru 24,999",27-Feb-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Parking/Drop Lot/Garage,Anti-Asian,Society/Public,S,S
66767,2000,CT0007700,Manchester,,City,CT,Connecticut,New England,Northeast,3,"Cities from 50,000 thru 99,999",31-Jan-00,,,1,,,White,,1,Intimidation,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
66776,2000,CT0008400,Milford,,City,CT,Connecticut,New England,Northeast,3,"Cities from 50,000 thru 99,999",13-Jun-00,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,M,S
66780,2000,CT0009700,Newtown,,City,CT,Connecticut,New England,Northeast,4,"Cities from 25,000 thru 49,999",25-Jun-00,,,7,,,Multiple,,3,Robbery,3,Other/Unknown,Anti-Asian,Individual,S,S
66818,2000,DE0020500,Newark,,City,DE,Delaware,South Atlantic,South,4,"Cities from 25,000 thru 49,999",24-Mar-00,,,1,,,White,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
66819,2000,DE0020500,Newark,,City,DE,Delaware,South Atlantic,South,4,"Cities from 25,000 thru 49,999",24-Mar-00,,,1,,,White,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
71865,2000,DE0021700,University of Delaware,,University or College,DE,Delaware,South Atlantic,South,7,"Cities under 2,500",28-Oct-00,,,1,,,White,,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
71888,2000,FL0030000,Bay,,County,FL,Florida,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",25-Oct-00,,,1,,,Unknown,,2,Not Specified,2,Residence/Home,Anti-Asian,Individual,S,S
67226,2000,IA0520200,Iowa City,,City,IA,Iowa,West North Central,Midwest,3,"Cities from 50,000 thru 99,999",9-May-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
67090,2000,IL0162A00,Schaumburg,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",4-Mar-00,,,3,,,White,,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Asian,Individual,S,S
67034,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",29-Mar-00,,,10,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
67065,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",24-Aug-00,,,1,,,Black or African American,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
67072,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",6-Sep-00,,,1,,,Black or African American,,1,Rape,1,Residence/Home,Anti-Asian,Individual,S,S
67073,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",6-Sep-00,,,1,,,Black or African American,,1,Rape,1,Residence/Home,Anti-Asian,Individual,S,S
72094,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",3-May-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
67196,2000,IN0530100,Bloomington,,City,IN,Indiana,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",9-Jan-00,,,2,,,White,,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
67218,2000,IN0790300,Purdue University,,University or College,IN,Indiana,East North Central,Midwest,7,"Cities under 2,500",26-Sep-00,,,0,,,Unknown,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
67292,2000,KS0870300,Wichita,,City,KS,Kansas,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",22-Apr-00,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
72409,2000,KS0870300,Wichita,,City,KS,Kansas,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",16-Jul-00,,,1,,,White,,1,Simple Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
67588,2000,MA0072300,Wilbraham,,City,MA,Massachusetts,New England,Northeast,5,"Cities from 10,000 thru 24,999",3-Oct-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
72962,2000,MA0091500,Dracut,,City,MA,Massachusetts,New England,Northeast,4,"Cities from 25,000 thru 49,999",25-May-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
67614,2000,MA0092600,Lowell,,City,MA,Massachusetts,New England,Northeast,2,"Cities from 100,000 thru 249,999",14-Sep-00,,,1,,,White,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
67627,2000,MA0094700,Waltham,,City,MA,Massachusetts,New England,Northeast,3,"Cities from 50,000 thru 99,999",27-Oct-00,,,0,,,Unknown,,2,Intimidation,2,Service/Gas Station,Anti-Asian,Individual,S,S
67600,2000,MA009SC00,Framingham State College,,University or College,MA,Massachusetts,New England,Northeast,7,"Cities under 2,500",25-Feb-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,School/College,Anti-Asian,Individual,S,S
72951,2000,MA009SC00,Framingham State College,,University or College,MA,Massachusetts,New England,Northeast,7,"Cities under 2,500",1-Apr-00,,,1,,,White,,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
72016,2000,MA0110300,Braintree,,City,MA,Massachusetts,New England,Northeast,4,"Cities from 25,000 thru 49,999",4-Nov-00,,,0,,,Unknown,,1,Simple Assault,1,Government/Public Building,Anti-Asian,Individual,S,S
72021,2000,MA0112000,Quincy,,City,MA,Massachusetts,New England,Northeast,3,"Cities from 50,000 thru 99,999",29-Jun-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
67659,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",19-Apr-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
67675,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",3-Jun-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
67688,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",19-Jun-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
67718,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",8-Nov-00,,,1,,,White,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
67735,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",29-Jan-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
72126,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",12-Apr-00,,,1,,,Black or African American,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
72137,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",21-May-00,,,1,,,Unknown,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
72144,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",14-Jun-00,,,0,,,Unknown,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
72149,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",23-Jun-00,,,3,,,Unknown,,1,Intimidation,1,Church/Synagogue/Temple/Mosque,Anti-Asian,Individual,S,S
72227,2000,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",15-Jul-00,,,3,,,Black or African American,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
72256,2000,MA0130900,Bay Transportation Authority:,Suffolk County,Other State Agency,MA,Massachusetts,New England,Northeast,9D,"MSA counties under 10,000",27-Jan-00,,,1,,,White,,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
67647,2000,MA013NU00,Northeastern University,,University or College,MA,Massachusetts,New England,Northeast,7,"Cities under 2,500",29-Jun-00,,,1,,,White,,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
67435,2000,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",6-Mar-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
67440,2000,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",13-Oct-00,,,1,,,White,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
67475,2000,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",13-Oct-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
72645,2000,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",15-May-00,,,1,,,Black or African American,,2,Aggravated Assault,2,Residence/Home,Anti-Asian,Individual,S,S
67489,2000,MD0172500,University of Maryland:,College Park,University or College,MD,Maryland,South Atlantic,South,7,"Cities under 2,500",27-Feb-00,,,1,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,School/College,Anti-Asian,Government,S,S
67368,2000,ME0010100,Auburn,,City,ME,Maine,New England,Northeast,5,"Cities from 10,000 thru 24,999",21-Sep-00,,,2,,,White,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
72524,2000,ME0030500,Portland,,City,ME,Maine,New England,Northeast,3,"Cities from 50,000 thru 99,999",23-Sep-00,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
67848,2000,MI3759900,Mount Pleasant,,City,MI,Michigan,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",22-Mar-00,,,2,,,Multiple,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
72446,2000,MI3759900,Mount Pleasant,,City,MI,Michigan,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",22-Mar-00,,,2,,,Multiple,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
72460,2000,MI4114100,Kent,,County,MI,Michigan,East North Central,Midwest,9A,"MSA counties 100,000 or over",2-Jul-00,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
72465,2000,MI4143700,Grandville,,City,MI,Michigan,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",13-Jan-00,,,1,,,Asian,,1,Shoplifting,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
67883,2000,MI5072200,St. Clair Shores,,City,MI,Michigan,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",6-Jul-00,,,1,,,White,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
67884,2000,MI5072200,St. Clair Shores,,City,MI,Michigan,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",4-Dec-00,,,2,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
67885,2000,MI5072200,St. Clair Shores,,City,MI,Michigan,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",26-Dec-00,,,1,,,White,,2,Simple Assault,2,Specialty Store,Anti-Asian,Individual,S,S
72760,2000,MI6378400,Troy,,City,MI,Michigan,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",16-Dec-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
67966,2000,MI8190300,University of Michigan:,Ann Arbor,University or College,MI,Michigan,East North Central,Midwest,7,"Cities under 2,500",18-Apr-00,,,1,,,White,,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
72881,2000,MI8242300,Gibraltar,,City,MI,Michigan,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",10-Aug-00,,,1,,,White,,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
67998,2000,MI8328100,Cadillac,,City,MI,Michigan,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",23-Jun-00,,,1,,,White,,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
68025,2000,MN0191100,Lakeville,,City,MN,Minnesota,West North Central,Midwest,4,"Cities from 25,000 thru 49,999",13-Oct-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Commercial/Office Building,Anti-Asian,Other,S,S
72155,2000,MN0271100,Minneapolis,,City,MN,Minnesota,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",13-Jan-00,,,1,,,White,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
72165,2000,MN0271100,Minneapolis,,City,MN,Minnesota,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",29-Jul-00,,,1,,,White,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
72166,2000,MN0271100,Minneapolis,,City,MN,Minnesota,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",15-Aug-00,,,1,,,White,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
72184,2000,MN0271800,Richfield,,City,MN,Minnesota,West North Central,Midwest,4,"Cities from 25,000 thru 49,999",14-Dec-00,,,1,,,White,,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
68070,2000,MN0550100,Rochester,,City,MN,Minnesota,West North Central,Midwest,3,"Cities from 50,000 thru 99,999",5-Jul-00,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Other,S,S
68071,2000,MN0550100,Rochester,,City,MN,Minnesota,West North Central,Midwest,3,"Cities from 50,000 thru 99,999",25-Jul-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
